book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
1559,59,,Lauren Kate,2012,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360,2222,5420,16312,24191,36222
1560,68,1453688935,Amanda Hocking,2010,Switched,"Switched (Trylle, #1)",eng,3.89,45319,2318,5578,18540,26661,27622
1561,330,679774386,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,1257,3530,12593,23103,25691
1562,28,1476791457,Colleen Hoover,2015,,Confess,en-GB,4.25,72611,1122,2934,12186,27722,42896
1563,62,1469216000,Blake Crouch,2012,Pines,"Pines (Wayward Pines, #1)",,3.88,34789,1420,3550,13928,25010,18149
1564,83,99303744,Michael Crichton,1994,Disclosure,Disclosure,,3.76,57818,924,4157,18087,22292,14596
1565,79,307959856,P.D. James,2012,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906,5576,13652,25738,19180,10635
1566,529,142437808,Edith Wharton,1911,Ethan Frome,Ethan Frome,eng,3.35,72421,7015,11389,24161,24061,15131
1567,30,385720106,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,A Map of the World,en-GB,3.78,61347,1350,4011,17161,23967,15620
1568,19,,Colleen Hoover,2016,It Ends with Us,It Ends with Us,eng,4.44,80433,1172,2155,8566,24847,58175
1569,2,141693586X,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,923,2968,14163,24466,27981
1570,45,553380648,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,en-US,3.92,54848,982,3287,13596,21988,18401
1571,139,802140181,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,The Naked Lunch,Naked Lunch,en-US,3.46,55473,4627,7799,17322,18615,13406
1572,50,156389226X,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,The Sandman: Dream Country,Dream Country (The Sandman #3),eng,4.28,67753,1786,1814,9096,22186,39050
1573,95,385337930,John Grisham,2001,A Painted House,A Painted House,eng,3.67,59974,2048,6355,18253,21725,15711
1574,127,441007317,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,The Left Hand of Darkness,eng,4.05,61888,1170,3497,13266,26812,27431
1575,77,142412147,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,Let It Snow: Three Holiday Romances,eng,3.84,57632,1110,4837,20638,28643,21289
1576,80,1439192561,Stephen King,2010,"Full Dark, No Stars","Full Dark, No Stars",en-US,4.03,60672,682,2494,14005,28981,23185
1577,62,805095152,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,982,1507,5579,19732,37767
1578,82,553582917,Dean Koontz,1987,Intensity,Intensity,eng,4.04,58062,991,2621,12745,21582,23353
1579,15,446552445,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,Chelsea Chelsea Bang Bang,en-US,3.81,55355,1536,4300,15147,19625,17331
1580,603,1406914835,"Henrik Ibsen, Michael   Meyer",1879,Et dukkehjem,A Doll's House,eng,3.69,69450,1820,7074,23481,28984,18133
1581,47,375760377,James A. Michener,1959,Hawaii,Hawaii,en-GB,4.18,59963,561,1806,10458,21787,27036
1582,92,413757102,Richard Yates,1961,Revolutionary Road,Revolutionary Road,eng,3.89,56550,1576,4445,14100,23791,20808
1583,34,375835318,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,2378,6204,19509,23714,19709
1584,43,802132758,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,1394,3749,12598,23414,28628
1585,76,545259088,Maggie Stiefvater,2011,Forever,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034,2005,6338,21233,29682,32030
1586,88,1573226521,Alex Garland,1996,The Beach,The Beach,eng,3.91,52333,838,3254,13336,22974,17181
1587,36,143145541,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,Saving CeeCee Honeycutt,eng,3.92,54341,837,3460,15864,26904,19817
1588,46,575096578,Charlaine Harris,2012,Deadlocked,"Deadlocked (Sookie Stackhouse, #12)",eng,3.65,65932,2104,8469,25761,26265,20003
1589,93,1416524355,Stephen King,2002,Everything's Eventual: 14 Dark Tales,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,492,2870,17240,26553,20182
1590,51,192750968,Beverly Cleary,1955,Beezus and Ramona,"Beezus and Ramona (Ramona, #1)",,3.97,75987,1553,3774,18481,27259,28072
1591,110,141650964X,Ursula K. Le Guin,1972,The Farthest Shore,"The Farthest Shore (Earthsea Cycle, #3)",,4.11,65626,765,2518,13315,25482,28681
1592,78,99556316,Michael Crichton,1996,Airframe,Airframe,eng,3.66,59229,1251,5523,20402,22606,13638
1593,58,553564943,Raymond E. Feist,1982,Magician,"Magician: Apprentice (The Riftwar Saga, #1)",en-US,4.17,62432,806,2358,10465,22606,28713
1594,58,312987854,Jennifer Crusie,2004,Bet Me,Bet Me,eng,3.95,70737,1759,4253,16515,24613,26339
1595,113,316548189,Nelson Mandela,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Long Walk to Freedom,eng,4.31,43927,664,1050,5745,15748,24714
1596,78,038553714X,John Grisham,2014,Gray Mountain,Gray Mountain,eng,3.52,37379,2111,6961,19259,19923,11133
1597,82,034541005X,Bryce Courtenay,1989,The Power of One,"The Power of One (The Power of One, #1)",eng,4.34,57312,698,1628,6814,18645,32790
1598,207,752865331,Dashiell Hammett,1930,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742,1107,3626,15765,25802,21048
1599,45,312364423,Kristin Hannah,2011,Night Road,Night Road,en-US,4.17,58028,679,2158,9867,24088,26967
1600,96,515128635,Lee Child,1999,Tripwire,"Tripwire  (Jack Reacher, #3)",eng,4.07,55251,348,1899,13129,29196,22923
1601,146,055380491X,Daniel Goleman,1995,Emotional Intelligence,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,47661,972,2454,11475,19883,18357
1602,20,045146317X,Jim Butcher,2010,Changes,"Changes (The Dresden Files, #12)",eng,4.54,66402,179,541,4967,21320,45474
1603,78,670674249,"Munro Leaf, Robert Lawson",1936,The Story of Ferdinand,The Story of Ferdinand,,4.35,70961,925,1842,9512,18694,41574
1604,13,1416903569,Ellen Hopkins,2007,Impulse,"Impulse (Impulse, #1)",en-US,4.29,59804,969,2252,8580,16502,33702
1605,880,140436588,Walter Scott,1819,Ivanhoe,Ivanhoe,eng,3.75,65828,1770,5665,20339,24748,18846
1606,43,312936222,Janet Evanovich,2004,Ten Big Ones,"Ten Big Ones (Stephanie Plum, #10)",en-US,4.13,76052,231,1800,16072,31940,30852
1607,115,446690457,Michael Connelly,1996,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191,463,1421,9481,24104,25316
1608,39,61985848,Kiersten White,2010,Paranormalcy,"Paranormalcy (Paranormalcy, #1)",eng,3.91,79959,2417,5678,18581,26208,29948
1609,20,316087378,Mark Cotta Vaz,2010,Eclipse: The Official Illustrated Movie Companion,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",en-US,4.44,50084,560,1200,6140,10023,32452
1610,41,61257095,Adriana Trigiani,2012,The Shoemaker's Wife,The Shoemaker's Wife,eng,3.98,53378,792,2976,13162,25169,19947
1611,47,1590387422,Brandon Mull,2006,Rise of the Evening Star,"Rise of the Evening Star (Fablehaven, #2)",,4.16,79266,2077,2777,12524,26994,37370
1612,80,1455806854,"Nora Roberts, MacLeod Andrews",2011,The Next Always,"The Next Always (Inn BoonsBoro, #1)",,4.11,54777,962,2449,11776,21571,26323
1613,120,307269191,"Haruki Murakami, Philip Gabriel",2007,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],What I Talk About When I Talk About Running,eng,3.79,49344,820,3864,17403,25073,14580
1614,39,1416995587,Jenny Han,2011,We'll Always Have Summer,"We'll Always Have Summer (Summer, #3)",en-US,4.17,68112,1305,3605,11571,19752,35154
1615,60,307268195,"Andre Agassi, J.R. Moehringer",2009,Open: An Autobiography,Open,eng,4.18,47185,653,1512,7611,20869,22056
1616,113,014240165X,Anthony Horowitz,2000,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,1030,3881,16378,26045,25005
1617,82,1590860624,"Lee Child, Dick Hill",2002,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,300,1283,10727,26737,24420
1618,36,842377506,"Francine Rivers, Richard Ferrone",1993,A Voice in the Wind,"A Voice in the Wind (Mark of the Lion, #1)",en-US,4.6,55556,680,903,3382,10680,41275
1619,11,031613290X,Stephenie Meyer,2005,,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",eng,4.31,56827,2262,2306,6572,10599,36050
1620,97,057507681X,Philip K. Dick,1977,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014,767,2537,12216,24238,21786
1621,63,1594488843,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,Drive: The Surprising Truth About What Motivates Us,,3.95,55889,1364,2883,12674,23552,19427
1622,798,1416534733,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,1764,5414,21300,27903,18980
1623,36,1563894696,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,Batman: The Long Halloween,eng,4.29,54781,767,1573,7332,18937,30031
1624,187,811201880,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,La Nausée,Nausea,eng,3.91,50876,1414,3923,13419,22059,20095
1625,75,785268839,John Eldredge,2001,,Wild at Heart: Discovering the Secret of a Man's Soul,eng,3.93,50215,2397,3616,9966,16037,20597
1626,12,1606410423,Brandon Mull,2009,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,925,1306,6784,19284,34272
1627,49,312349486,Janet Evanovich,2006,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,245,1783,15590,31095,30660
1628,12,,Hugh Howey,2011,Wool,"Wool (Wool, #1)",eng,4.12,59191,982,2571,9520,22139,24532
1629,118,689845367,Ursula K. Le Guin,1970,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,660,2374,13303,25693,24934
1630,28,451462564,Jim Butcher,2009,Turn Coat,"Turn Coat (The Dresden Files, #11)",en-US,4.45,64089,97,364,5657,26094,37870
1631,846,140439072,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,The Sign of Four,eng,3.96,60469,446,2684,18124,29478,21646
1632,34,039921920X,Jan Brett,1929,РУКАВИЧКА: Українська народна казка,The Mitten,eng,4.23,66701,732,2383,11271,18933,33866
1633,61,096319254X,Anne Rice,1995,Memnoch The Devil,"Memnoch the Devil (The Vampire Chronicles, #5)",eng,3.73,62641,2335,6781,18146,19292,20834
1634,69,385733585,Michael Scott,2008,The Magician: The Secrets of The Immortal Nicholas Flamel,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",eng,4.09,67539,891,2685,13791,26201,28122
1635,39,689832133,"Doreen Cronin, Betsy Lewin",1999,"Click, Clack, Moo: Cows That Type","Click, Clack, Moo: Cows That Type",eng,4.23,67171,1028,2671,10968,18473,34858
1636,33,441015662,Patricia Briggs,2008,Iron Kissed,"Iron Kissed (Mercy Thompson, #3)",en-US,4.36,83051,318,1191,10100,31538,45296
1637,50,765328658,Kendare Blake,2011,Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",en-US,3.96,72732,2227,4806,16096,26004,29103
1638,55,1423321677,"Terry Goodkind, Dick Hill",1997,"Temple of the Winds (Sword of Truth, #4)","Temple of the Winds (Sword of Truth, #4)",,4.03,57476,1127,3324,12471,21718,24068
1639,51,380714752,Avi,1990,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608,2052,5333,17956,23475,21390
1640,59,1565125967,Robert Goolrick,2009,A Reliable Wife,A Reliable Wife,en-US,3.25,58348,4195,10812,24592,20908,7734
1641,136,380729407,Ray Bradbury,1962,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,1121,3850,15942,27380,23593
1642,86,140003342X,Toni Morrison,1977,Song of Solomon,Song of Solomon,eng,4.01,59756,1255,3248,12645,23232,23253
1643,65,394298667,Tom Clancy,1986,Red Storm Rising,Red Storm Rising,,4.14,54930,504,2047,10861,21074,24494
1644,30,802139256,Leif Enger,2001,Peace Like a River,Peace Like a River,en-US,3.98,59642,1061,3450,13018,22443,21645
1645,61,385517874,Chuck Palahniuk,2007,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,1508,4622,12588,17321,16741
1646,44,812565959,Orson Scott Card,2000,Shadow of the Hegemon,"Shadow of the Hegemon (Ender's Shadow, #2)",en-US,3.93,58991,521,2740,15150,26062,17788
1647,13,,أحمد مراد,2010,تراب الماس,تراب الماس,ara,4.09,43016,995,2050,7402,16743,18418
1648,39,307021343,"Janette Sebring Lowrey, Gustaf Tenggren",1942,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,62571,1261,3654,13263,15823,29753
1649,73,440235596,Maeve Binchy,1998,Tara Road,Tara Road,eng,3.88,60154,775,3273,16628,24613,18023
1650,148,1587263890,Jack London,1906,The Call of the Wild / White Fang,The Call of the Wild/White Fang,eng,4.08,61126,1001,2750,12179,21498,25957
1651,41,,Tahereh Mafi,2014,"Ignite Me (Shatter Me, #3)","Ignite Me (Shatter Me, #3)",eng,4.44,83767,1250,2349,8392,21686,56894
1652,55,1423100050,Ally Carter,2007,Cross My Heart and Hope to Spy,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",en-US,4.13,69733,1351,2980,13191,23328,32554
1653,40,441014739,Patricia Briggs,2007,Blood Bound,"Blood Bound (Mercy Thompson, #2)",eng,4.31,84677,278,1259,11617,34357,42999
1654,19,451464400,Jim Butcher,2012,Cold Days,"Cold Days (The Dresden Files, #14)",en-US,4.51,57779,118,504,4698,21232,39457
1655,58,399154094,Kate Jacobs,2006,The Friday Night Knitting Club,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",eng,3.41,60812,2739,8547,23141,20621,10017
1656,53,312330863,James Herriot,1973,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626,1075,1295,7347,19029,30952
1657,56,316921173,David Foster Wallace,1996,Infinite Jest,Infinite Jest,en-US,4.31,46742,2185,2534,5156,12252,34610
1658,53,,Emma Chase,2013,Tangled,"Tangled (Tangled, #1)",eng,4.12,59705,2243,4107,14308,29042,40524
1659,162,812967127,John Wyndham,1951,The Day of the Triffids,The Day of the Triffids,eng,4,58945,643,2695,14438,26577,21443
1660,66,62041266,"Patrick deWitt, Marcelo Barbão",2011,The Sisters Brothers,The Sisters Brothers,eng,3.83,51694,1001,3418,14340,26611,14177
1661,40,61922315,Shilpi Somaya Gowda,2010,Secret Daughter,Secret Daughter,en-US,3.97,52734,502,2337,12696,26379,17084
1662,183,375822070,"Roald Dahl, Quentin Blake",1970,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,740,3331,16818,26508,27752
1663,139,9504915248,"Paulo Coelho, Montserrat Mira",1990,Brida,Brida,por,3.46,45905,2936,7653,16869,14785,11874
1664,340,141183535,Virginia Woolf,1929,A Room of One's Own,A Room of One's Own,eng,4.1,59868,1097,3031,12558,26448,28834
1665,41,,Brandon Sanderson,2009,Warbreaker,"Warbreaker (Warbreaker, #1)",eng,4.22,55948,322,1337,9533,26899,27397
1666,656,1903436575,"William Shakespeare, Katherine Duncan-Jones",1592,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291,902,1890,9671,19809,31385
1667,31,670012947,Sarah Dessen,2011,What Happened to Goodbye,What Happened to Goodbye,eng,3.97,69636,1000,3765,16998,25820,25393
1668,48,1627792120,Leigh Bardugo,2015,Six of Crows,"Six of Crows (Six of Crows, #1)",eng,4.46,90202,1100,1725,7886,29552,61001
1669,35,60541431,Maureen Johnson,2005,13 Little Blue Envelopes,"13 Little Blue Envelopes (Little Blue Envelope, #1)",eng,3.65,66950,2447,7061,20927,23036,17357
1670,35,849900417,"Ron Hall, Denver Moore, Lynn Vincent",2005,Same Kind of Different as Me,Same Kind of Different as Me,en-US,4.21,52964,712,2248,8544,18957,27660
1671,51,1250049555,Rainbow Rowell,2015,Carry On,Carry On,eng,4.19,46197,2051,3611,12362,27273,42500
1672,42,812973011,Tracy Kidder,2003,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",eng,4.21,53019,674,1808,8174,19341,25181
1673,38,,Jodi Ellen Malpas,2013,Beneath This Man ,"Beneath This Man (This Man, #2)",eng,4.3,44170,1532,2681,8933,19848,41463
1674,1,7423292,Mark  Lawrence,2011,Prince of Thorns,"Prince of Thorns (The Broken Empire, #1)",eng,3.87,54173,2166,4189,13524,23391,20292
1675,18,385265700,Jane Hamilton,1988,The Book of Ruth,The Book of Ruth,en-US,3.82,56842,1246,3447,15031,22252,15268
1676,92,385333870,Kurt Vonnegut Jr.,1985,Galápagos,Galápagos,,3.87,48330,543,3003,14082,21793,14710
1677,92,60872985,Michael Crichton,2006,Next,Next,en-US,3.48,53487,2163,6912,19185,18044,10328
1678,53,689852231,Nancy Farmer,2002,,"The House of the Scorpion (Matteo Alacran, #1)",eng,4.1,61613,1351,2784,10749,23275,27060
1679,624,1416523715,Walt Whitman,1855,Leaves of Grass,Leaves of Grass,eng,4.12,57763,1332,3015,11052,20850,29056
1680,76,749935332,Nora Roberts,2004,Blue Dahlia,"Blue Dahlia (In the Garden, #1)",eng,4.11,57413,589,2089,12105,20662,24699
1681,672,014303961X,"D.H. Lawrence, Doris Lessing, Chester Brown",1928,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,2821,9235,25753,24177,13721
1682,44,043402080X,Lev Grossman,2011,The Magician King,"The Magician King (The Magicians, #2)",en-US,3.9,52061,820,3058,14646,28052,17088
1683,44,140143459,Michael   Lewis,1989,Liar's Poker: Rising Through the Wreckage on Wall Street,Liar's Poker,en-US,4.16,22315,458,1513,8684,21374,21671
1684,187,451205367,George S. Clason,1926,,The Richest Man in Babylon,eng,4.23,50206,734,2052,8411,17013,27465
1685,55,743418719,Jodi Picoult,2001,Salem Falls,Salem Falls,en-US,3.8,59930,816,3815,17863,24523,15417
1686,25,345403959,"David Eddings, Leigh Eddings",1995,Belgarath the Sorcerer,Belgarath the Sorcerer,en-US,4.07,59737,951,3019,12160,19618,25339
1687,18,575070706,Frank Herbert,1977,The Great Dune Trilogy,The Great Dune Trilogy  ,en-GB,4.35,51454,623,1404,5995,14927,29133
1688,49,1400067693,"Elizabeth Strout, Goran Skrobonja",2016,My Name Is Lucy Barton,My Name Is Lucy Barton,eng,3.51,49578,2390,7926,21069,22643,11679
1689,74,553805487,Sarah Addison Allen,2007,Garden Spells,"Garden Spells (Waverley Family, #1)",eng,4.06,65409,815,2757,13797,27819,26389
1690,25,045146379X,Jim Butcher,2011,Ghost Story,"Ghost Story (The Dresden Files,  #13)",eng,4.25,59657,282,1851,9767,23863,31024
1691,660,1580495761,Frederick Douglass,1845,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576,1758,3733,13634,21887,24123
1692,62,141694740X,"Greg Behrendt, Liz Tuccillo",2004,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,49015,2597,6009,15398,16040,15821
1693,67,345468643,David Eddings,1982,Pawn of Prophecy,"Pawn of Prophecy (The Belgariad, #1)",eng,4.16,67451,762,2725,12867,25674,32105
1694,43,312349491,Janet Evanovich,2007,Lean Mean Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",en-US,4.08,73839,309,2120,16987,30069,28335
1695,227,451529758,"Rudyard Kipling, Alev Lytle Croutier",1895,The Jungle Books,The Jungle Books,eng,4,68750,686,3123,16621,25323,25228
1696,55,451219945,Rachel Caine,2006,Glass Houses,"Glass Houses (The Morganville Vampires, #1)",en-US,3.92,77454,2743,5916,17829,24463,31269
